Date,Markowitz,Optimized
2021-04-12,1.3359355101695491,1.4654024299110904
2021-04-13,1.3732749465726777,1.4927242828736915
2021-04-14,1.3436404598432807,1.4697862959265175
2021-04-15,1.3618265852753142,1.5076196988419444
2021-04-16,1.3670150897418987,1.5040091946532714
2021-04-19,1.3490735114588281,1.512172506130885
2021-04-20,1.3434903743698763,1.4947144926652896
2021-04-21,1.3629017781159694,1.497203959755745
2021-04-22,1.3374498268352628,1.4739190102078696
2021-04-23,1.3549529019939417,1.5130326128906544
2021-04-26,1.3698348509309,1.5206043740046031
2021-04-27,1.3566151167405405,1.5093266440778397
2021-04-28,1.3447960268411523,1.5355012089593654
2021-04-29,1.3349682942355132,1.550423608253426
2021-04-30,1.3476162522378932,1.517288926976477
2021-05-03,1.3253997928934476,1.5204580486755792
2021-05-04,1.299058517379473,1.4693090295393894
2021-05-05,1.28995409091642,1.4747511434812695
2021-05-06,1.298413496621926,1.4970740014176003
2021-05-07,1.3055531426717164,1.508829958474251
2021-05-10,1.2594975629547969,1.4564176923912553
2021-05-11,1.256296368449581,1.4396915490629418
2021-05-12,1.2185565012476642,1.3851735188451408
2021-05-13,1.2191739987062677,1.4139584781928616
2021-05-14,1.2470913918257276,1.4542094946873847
2021-05-17,1.2414958826814908,1.4504084827719583
2021-05-18,1.2323015743364716,1.4280328475177944
2021-05-19,1.225721511056517,1.4309295646431468
2021-05-20,1.2475103069853029,1.4660660719693879
2021-05-21,1.2347417586921055,1.4464242106465333
2021-05-24,1.2639478282696859,1.4888191203037189
2021-05-25,1.2664137672214892,1.4881462132670662
2021-05-26,1.2741114632539887,1.4956068480220455
2021-05-27,1.2701742374894618,1.475879796885209
2021-05-28,1.2665268490109192,1.468239983291534
2021-06-01,1.2612890411978785,1.476567775910102
2021-06-02,1.2548178435361068,1.4778035524703599
2021-06-03,1.2284017681140638,1.4560969826257428
2021-06-04,1.254524409260368,1.4941385524367945
2021-06-07,1.2612644044678298,1.49810161083951
2021-06-08,1.2686001117267458,1.5027705056740719
2021-06-09,1.2705174829421102,1.509970757522932
2021-06-10,1.2909267897259529,1.5143957273995674
2021-06-11,1.2924601567896377,1.5217205222219858
2021-06-14,1.307298202305939,1.5539693858364754
2021-06-15,1.2947674545360786,1.5382904439656313
2021-06-16,1.3008887869546375,1.536309584200088
2021-06-17,1.3241072016243038,1.557487768387831
2021-06-18,1.3238003363905801,1.532549562146303
2021-06-21,1.3247187473948054,1.5618434347751646
2021-06-22,1.3393015392491427,1.579250611054544
2021-06-23,1.3553855983075014,1.575268309245487
2021-06-24,1.3613352358367103,1.5765169025715755
2021-06-25,1.3477564915700861,1.574329318883353
2021-06-28,1.3692909557432225,1.5871992352617805
2021-06-29,1.3717205891149817,1.596424701177808
2021-06-30,1.369750032649168,1.5994330134103596
2021-07-01,1.3692335127766817,1.6050625937878968
2021-07-02,1.3928299209345998,1.6514594770809483
2021-07-06,1.408568654834853,1.675759662042372
2021-07-07,1.4094873829666426,1.6976704837840753
2021-07-08,1.4134942903828531,1.674002171217678
2021-07-09,1.416290152241494,1.692493010048567
2021-07-12,1.429560218879724,1.7019626842684512
2021-07-13,1.4221941397705617,1.7140384602753076
2021-07-14,1.4202411351988862,1.749024548434874
2021-07-15,1.4088720172992697,1.732018519640498
2021-07-16,1.3954820182494592,1.7161034768451295
2021-07-19,1.3842213712039564,1.66353696806202
2021-07-20,1.4014030155382304,1.7066791736789215
2021-07-21,1.4032331939850677,1.7140058558128037
2021-07-22,1.4162432927862967,1.732912414316794
2021-07-23,1.4227180028385549,1.7903992719356414
2021-07-26,1.435684433738519,1.8035043115812637
2021-07-27,1.4129946864804759,1.7658442417648044
2021-07-28,1.4128439572330072,1.7921397640228527
2021-07-29,1.4254168704995687,1.7943777190206394
2021-07-30,1.3890633494989235,1.7861960019680356
2021-08-02,1.4001433786484456,1.7847474257481344
2021-08-03,1.410468385191862,1.8064846025957562
2021-08-04,1.4080180624774372,1.798480461816502
2021-08-05,1.417827228560482,1.810031105346765
2021-08-06,1.4051043896993474,1.7996572062885794
2021-08-09,1.4099066520280434,1.8103718123077277
2021-08-10,1.4015588180426484,1.8054926889124165
2021-08-11,1.3971717166434257,1.8025811390606798
2021-08-12,1.4124889851253444,1.835134668018128
2021-08-13,1.4135390818599511,1.8418783036884911
2021-08-16,1.403880977801976,1.86337012568113
2021-08-17,1.382078209489736,1.8402061262507579
2021-08-18,1.3819105541596255,1.7985820486825228
2021-08-19,1.3817986110214946,1.8034391008694814
2021-08-20,1.3994749951728134,1.8317281362082056
2021-08-23,1.4242885273957708,1.8685654044401248
2021-08-24,1.4285271581673493,1.8794600680114193
2021-08-25,1.4269387998378376,1.8771084768414923
2021-08-26,1.4196976682746418,1.864463739292864
2021-08-27,1.4318819934867957,1.8971258440183654
2021-08-30,1.4614950439550736,1.939500620946946
2021-08-31,1.4677911139342683,1.9300880600814105
2021-09-01,1.468704467787125,1.9405385355808327
2021-09-02,1.4652697244866921,1.9314209635003603
2021-09-03,1.468589331757573,1.9409915445636523
2021-09-07,1.4829289890745994,1.9654081698673906
2021-09-08,1.4847246989846778,1.9470204437272778
2021-09-09,1.473429670482321,1.937230735435634
2021-09-10,1.4561589828750814,1.87061157242094
2021-09-13,1.4599982603745094,1.8890595377377797
2021-09-14,1.4629194446790372,1.8795278968574016
2021-09-15,1.4807832521548259,1.9046343807219188
2021-09-16,1.4836794772211002,1.8949661244341702
2021-09-17,1.4704300017956038,1.8463066833127242
2021-09-20,1.4292176554597347,1.8016505850558446
2021-09-21,1.4328406789494026,1.808499627371467
2021-09-22,1.452100548049858,1.8395954605724076
2021-09-23,1.4607610613031026,1.8562148912907412
2021-09-24,1.4716158620765403,1.866308670978484
2021-09-27,1.4669069042399028,1.8430307894209736
2021-09-28,1.4270351972286062,1.7661563912918543
2021-09-29,1.4278789185366192,1.7597754756288957
2021-09-30,1.418416310816331,1.7429772901535496
2021-10-01,1.4305051701141562,1.7786917669631166
2021-10-04,1.406319371866796,1.7239384204986845
2021-10-05,1.421443873318603,1.7612762874585577
2021-10-06,1.4364906591336746,1.782615788514421
2021-10-07,1.4514569814243357,1.808305502901125
2021-10-08,1.4453934695344641,1.8103546800485453
2021-10-11,1.4404735992597089,1.801573938480318
2021-10-12,1.4434994039250726,1.7682942109701578
2021-10-13,1.45667109536162,1.7739794469439045
2021-10-14,1.474743851313592,1.829725433500856
2021-10-15,1.506193602393852,1.8405153326667665
2021-10-18,1.530096885594269,1.8674910415956505
2021-10-19,1.5305322628733649,1.8897631499926684
2021-10-20,1.5256111433888782,1.8800045571438566
2021-10-21,1.5462469187003578,1.8828819450284666
2021-10-22,1.5333804361550007,1.835634574616359
2021-10-25,1.5757255672612225,1.834102557477054
2021-10-26,1.5867159797739179,1.8571826115568533
2021-10-27,1.6177796206008825,1.9191514691187557
2021-10-28,1.6468074768333125,1.9463403462296063
2021-10-29,1.6570341727254314,1.9446797598639054
2021-11-01,1.676789016951003,1.895088568411057
2021-11-02,1.6707113980799388,1.9219360499439437
2021-11-03,1.7006830754458582,1.944954911309406
2021-11-04,1.7264729312649962,1.9564102785919228
2021-11-05,1.7312350887298265,1.9663899247277383
2021-11-08,1.7065931387139652,1.9611012368971872
2021-11-09,1.6715989303290157,1.9631279337706236
2021-11-10,1.6623708234044887,1.9106492395917707
2021-11-11,1.6616471205025363,1.909050025058811
2021-11-12,1.6682215274701806,1.953734597523519
2021-11-15,1.66295702009458,1.9516998878969207
2021-11-16,1.684701201334677,1.954609357877492
2021-11-17,1.7018036607165683,1.9768110267113221
2021-11-18,1.7373144013575066,2.0299123108093076
2021-11-19,1.7547767584619063,2.0431108683927337
2021-11-22,1.7392013356578306,2.0212457607580476
2021-11-23,1.7200790044872123,2.0192485408948686
2021-11-24,1.7235539565079463,2.0268232426218584
2021-11-26,1.6800041430577735,1.946852491569564
2021-11-29,1.7246129242969221,2.0067525670064423
2021-11-30,1.712268551193344,2.0114949920820413
2021-12-01,1.681973984396584,1.9988189999373163
2021-12-02,1.6752484879229268,2.0103449997803406
2021-12-03,1.6289900898050527,1.985612996386448
2021-12-06,1.641112334896573,2.024393157053619
2021-12-07,1.6930146727373092,2.1117376885756696
2021-12-08,1.702745283446697,2.1518501563772197
2021-12-09,1.6674808607432199,2.1420902495789917
2021-12-10,1.6847856692338306,2.184177997581374
2021-12-13,1.6476503603796093,2.1324348157076374
2021-12-14,1.6245082825957442,2.1014828735138513
2021-12-15,1.6599122477721846,2.166152066719064
2021-12-16,1.6039116074841124,2.0907590944893553
2021-12-17,1.607630067689179,2.053992013704785
2021-12-20,1.5768927231740826,2.042114165855632
2021-12-21,1.6185054526867282,2.086204484752948
2021-12-22,1.6610250577556147,2.1371398897834606
2021-12-23,1.686934822038663,2.1473360462161817
2021-12-27,1.7077389923409632,2.1891715771039992
2021-12-28,1.7066059671826672,2.168231765127935
2021-12-29,1.7016632836111287,2.16858899691733
2021-12-30,1.6886153733063778,2.154681750280401
2021-12-31,1.671261619199527,2.1356379871783893
2022-01-03,1.7396153306312179,2.171218479365521
2022-01-04,1.7002456591268775,2.1472906629350397
2022-01-05,1.6423788505525156,2.0405331726691958
2022-01-06,1.623609792265711,2.0184831137918344
2022-01-07,1.6076892310156887,2.012121188024661
2022-01-10,1.615959074994052,2.0295806192369628
2022-01-11,1.6355721241708747,2.06247675647663
2022-01-12,1.6562276472322859,2.083703522714664
2022-01-13,1.5900325156962625,2.0284906649580985
2022-01-14,1.6096591489156638,2.044442603352869
2022-01-18,1.5761433940826344,1.983353899216408
2022-01-19,1.5525097306479219,1.9475456038838095
2022-01-20,1.5320216504300292,1.9160711118981661
2022-01-21,1.4691797038424392,1.8701347758006954
2022-01-24,1.4710459128008326,1.8689558902161325
2022-01-25,1.4360401385751467,1.815927915315072
2022-01-26,1.4520860174585482,1.838724983410061
2022-01-27,1.4193270540967171,1.8329543512695814
2022-01-28,1.4628984710725852,1.9587046506873136
2022-01-31,1.52802405684895,2.0118536692020417
2022-02-01,1.5282522532252085,2.035429168422503
2022-02-02,1.5243626463383475,2.1538275398023017
2022-02-03,1.4544494301666908,2.079846275601477
2022-02-04,1.5452299513211014,2.0797313230318926
2022-02-07,1.5312773788548386,2.0317405391888803
2022-02-08,1.5574989485280382,2.0577707530305647
2022-02-09,1.572679086981023,2.091764835557966
2022-02-10,1.5366557993326335,2.028911871482236
2022-02-11,1.4841830330279473,1.9574187442196669
2022-02-14,1.497358206249177,1.9721293060484295
2022-02-15,1.532791531705504,2.0125332271689835
2022-02-16,1.5380592659103192,2.022618316861412
2022-02-17,1.490156043293446,1.9406771643797818
2022-02-18,1.469426403585674,1.9067677901930662
2022-02-22,1.444091287836315,1.8789225955528601
2022-02-23,1.3862944217998838,1.8248991933957146
2022-02-24,1.4493683462126228,1.8964115585538834
2022-02-25,1.4674897733416685,1.9301487941799982
2022-02-28,1.4955486349736107,1.9382863078014092
2022-03-01,1.4770092092705824,1.9136963321162845
2022-03-02,1.4973787070245415,1.9440584497729354
2022-03-03,1.4589784091678064,1.934670908548798
2022-03-04,1.4388325940460107,1.8913788985728914
2022-03-07,1.3756400827580382,1.8061774379075093
2022-03-08,1.3724647578491511,1.8001067664450379
2022-03-09,1.422103152334484,1.9041531198176245
2022-03-10,1.434073523798498,1.8610058044944333
2022-03-11,1.4003212780348822,1.8069305049478168
2022-03-14,1.366587511554142,1.7373693940598351
2022-03-15,1.4211126227567528,1.8022573344515367
2022-03-16,1.4721114720975956,1.8762881186688696
2022-03-17,1.5017276609590422,1.889634075272328
2022-03-18,1.5404860591494278,1.937914513005085
2022-03-21,1.5466972923623215,1.9482397691798596
2022-03-22,1.5984103491888941,2.0125879180056194
2022-03-23,1.5885379571449048,2.0068266869797693
2022-03-24,1.6056966912978903,2.0700260811596465
2022-03-25,1.6081963524531542,2.076017562307386
2022-03-28,1.6665895061212943,2.0804254033008385
2022-03-29,1.6811752356379805,2.116869981281898
2022-03-30,1.6647921682705553,2.1018687303247803
2022-03-31,1.6351075991843254,2.0476735757579685
2022-04-01,1.6413542787618012,2.0568016032109506
2022-04-04,1.693276364662988,2.1174656973251564
2022-04-05,1.6489120245844897,2.066693265776726
2022-04-06,1.5914580041860922,1.9999375485134356
2022-04-07,1.5955445369781591,1.9953514507287786
2022-04-08,1.5629498859104536,1.9529272504517952
2022-04-11,1.5097568913432404,1.8744378758957743
2022-04-12,1.5085769930859254,1.8767247904674398
2022-04-13,1.5502029204582468,1.9191647820671087
2022-04-14,1.5057063372239592,1.8490526847807458
2022-04-18,1.5176746394853926,1.8573323738955019
2022-04-19,1.555417751351819,1.8982858553240827
2022-04-20,1.524033617034607,1.876544189074122
2022-04-21,1.505409721433313,1.8370146974570998
2022-04-22,1.4746662929263068,1.7499925474520939
2022-04-25,1.4908724544157217,1.7934032686204873
2022-04-26,1.4004427140299118,1.7046517130054635
2022-04-27,1.4193755788447493,1.6584172330461944
2022-04-28,1.4570230563770996,1.750018254132247
2022-04-29,1.3566702080632296,1.6626088046774632
2022-05-02,1.3806472403691508,1.6904054817134722
2022-05-03,1.3788333952951688,1.7085636022940927
2022-05-04,1.4186149788755726,1.8044987603796767
2022-05-05,1.3255308119590763,1.6796741787804792
2022-05-06,1.3125104587022787,1.676939776561627
2022-05-09,1.2402817169542648,1.6079455205078208
2022-05-10,1.2544145264328843,1.64370142169937
2022-05-11,1.1966163323929833,1.581144413975652
2022-05-12,1.1904846945536882,1.546450990882674
2022-05-13,1.2430281845433993,1.609329240422824
2022-05-16,1.2161401771243046,1.5824749253250865
2022-05-17,1.259558045130629,1.6281794375092962
2022-05-18,1.1824976382941512,1.5238900274037472
2022-05-19,1.179474077473918,1.4851811836563926
2022-05-20,1.1617072293664146,1.472673083060668
2022-05-23,1.1817741836312645,1.5353000365561609
2022-05-24,1.1451503878307445,1.462247805252068
2022-05-25,1.1733734134516052,1.4616900614779713
2022-05-26,1.2183267828114215,1.5029400837540479
2022-05-27,1.270546733830469,1.5870661726342488
2022-05-31,1.2876056357906032,1.5962188190729918
2022-06-01,1.2867750828070565,1.5966300602776187
2022-06-02,1.3207937032150057,1.651083040423117
2022-06-03,1.268554674251458,1.5795619588818228
2022-06-06,1.2811840558843177,1.6072615841699054
2022-06-07,1.2828250043776577,1.6285445592398402
2022-06-08,1.276142758734575,1.6237386302217078
2022-06-09,1.242169778652492,1.5631320736764558
2022-06-10,1.1862603806286978,1.4888838936232665
2022-06-13,1.123000573690385,1.4069046193161485
2022-06-14,1.1280099467942928,1.415947456129601
2022-06-15,1.176715281180493,1.4629991263545803
2022-06-16,1.12295424430553,1.3904680043753883
2022-06-17,1.1425511193003584,1.4110963616391374
2022-06-21,1.1896767812976028,1.4819689335239665
2022-06-22,1.1883274126844796,1.4778107731206478
2022-06-23,1.2114864630702473,1.5053123598026243
2022-06-24,1.2558664581979968,1.583735323165585
2022-06-27,1.238055886523277,1.5632267094812926
2022-06-28,1.1847180747076387,1.4966447245966352
2022-06-29,1.1924882144375073,1.5061804822287406
2022-06-30,1.170018783761376,1.4624937590312013
2022-07-01,1.1923378515683756,1.4754375322579059
2022-07-05,1.2217145051791811,1.5370837118795535
2022-07-06,1.229193013885489,1.5591889207680514
2022-07-07,1.2588087853093213,1.623971909864978
2022-07-08,1.2627503204842405,1.6344260494224077
2022-07-11,1.2217376593843678,1.5830978099734385
2022-07-12,1.1947668197352588,1.5738406788908421
2022-07-13,1.20263721791819,1.545031152304455
2022-07-14,1.2091004378948476,1.55548770081513
2022-07-15,1.2278759384837081,1.58104173900302
2022-07-18,1.2235077785612258,1.5324717658528688
2022-07-19,1.2575855853914975,1.6065579666373595
2022-07-20,1.2831200140733983,1.6213313451595577
2022-07-21,1.3257787075399694,1.6414328640781406
2022-07-22,1.3098822546213704,1.5669795708163634
2022-07-25,1.2973117325282015,1.5555334198693538
2022-07-26,1.2497000999861894,1.5210605884534487
2022-07-27,1.3225261883844464,1.6373929877140334
2022-07-28,1.3471799069753208,1.6531131663499368
2022-07-29,1.4265266413859334,1.7094294698156831
2022-08-01,1.4232182648878189,1.687405164340955
2022-08-02,1.4160747872839912,1.680223155011468
2022-08-03,1.4610915528721293,1.751988032549624
2022-08-04,1.4757745599082406,1.7509979807762217
2022-08-05,1.4443034086731612,1.7418344681066875
2022-08-08,1.4372935868109087,1.7368056042743558
2022-08-09,1.4262838281175356,1.7300647647993812
2022-08-10,1.4717971753234271,1.791500793767875
2022-08-11,1.4508937300083977,1.7772469368334138
2022-08-12,1.4883633387759028,1.831869096282643
2022-08-15,1.5013145032437725,1.8435756433268977
2022-08-16,1.5028134004870346,1.8383952258346576
2022-08-17,1.4895149340953138,1.825542554298571
2022-08-18,1.4867966710682916,1.829623720003161
2022-08-19,1.4557688015441443,1.7798240164466068
2022-08-22,1.412435295459174,1.7214680774759226
2022-08-23,1.4192460620458063,1.7151526650409041
2022-08-24,1.4198061063886396,1.715291338515136
2022-08-25,1.4386834335768797,1.763500318095611
2022-08-26,1.382614307603337,1.6529817236746842
2022-08-29,1.3689711759794276,1.6286942882272333
2022-08-30,1.3513438598339238,1.6076735967021007
2022-08-31,1.3378732755043008,1.5891717576217717
2022-09-01,1.3424210529016078,1.6098721458135077
2022-09-02,1.3245704178680509,1.5760969058994596
2022-09-06,1.3187511587454837,1.5569840859871344
2022-09-07,1.3512081922883405,1.5936409512649203
2022-09-08,1.3585385604476732,1.5727367525200817
2022-09-09,1.3953269295173267,1.6151632321907041
2022-09-12,1.420570803517691,1.6570817282966626
2022-09-13,1.339026497532941,1.5252310640702595
2022-09-14,1.3585385319779824,1.54163349751189
2022-09-15,1.3372729316451581,1.501101703604123
2022-09-16,1.3240603918777445,1.489446287311488
2022-09-19,1.3366498212977584,1.5161020839432593
2022-09-20,1.3247488873640698,1.5110216465380957
2022-09-21,1.2940574596533714,1.4716348725808364
2022-09-22,1.279488024640977,1.4747345805844416
2022-09-23,1.2447583711559385,1.445778746699527
2022-09-26,1.2503434265036717,1.4419132746003507
2022-09-27,1.253856848722668,1.4409410859053926
2022-09-28,1.279956965171563,1.4561805490072015
2022-09-29,1.2354686220879887,1.3831837443082913
2022-09-30,1.214618035969078,1.3387150867020197
2022-10-03,1.216754030868618,1.3948655569230282
2022-10-04,1.2606216805174038,1.4479604088385303
2022-10-05,1.2503621849055226,1.447725387342939
2022-10-06,1.2400731395940683,1.4414959455964984
2022-10-07,1.1761120942407168,1.379902399542219
2022-10-10,1.1648619700600094,1.3737988136195047
2022-10-11,1.1441751543998084,1.3579894635732297
2022-10-12,1.1477935418856893,1.3577828446166056
2022-10-13,1.1689715266816638,1.4018277418136724
2022-10-14,1.1146527546543996,1.3477187357051323
2022-10-17,1.1758943529523926,1.4067446990302517
2022-10-18,1.188976861935528,1.423231348583531
2022-10-19,1.1834543968654556,1.412441496782218
2022-10-20,1.1644307879057751,1.4129319162819578
2022-10-21,1.200837620658318,1.449051346222065
2022-10-24,1.2079222516495915,1.4769608407967372
2022-10-25,1.23324787987651,1.5153476554780332
2022-10-26,1.1855583373106884,1.3975429584779375
2022-10-27,1.1583795180603664,1.3418843810006846
2022-10-28,1.1559407384378724,1.4488876654933962
2022-10-31,1.1435625329324086,1.4155186998128302
2022-11-01,1.1132859233020855,1.356490339066429
2022-11-02,1.0629582992748838,1.2867284078728363
2022-11-03,1.038999310088827,1.2145120364240223
2022-11-04,1.0479268438535398,1.2457122385351571
2022-11-07,1.043622365150394,1.2684201680567275
2022-11-08,1.0358040097404895,1.275994890962226
2022-11-09,0.993014088176161,1.232763063514285
2022-11-10,1.0874214311339878,1.369501650597282
2022-11-11,1.1190792867223074,1.41204647678494
2022-11-14,1.094079159148075,1.3960713637996354
2022-11-15,1.1022814219998085,1.4351693197232578
2022-11-16,1.084684600925089,1.4317943551240326
2022-11-17,1.0713421453554557,1.438594065793653
2022-11-18,1.0639314957125128,1.4323662236577983
2022-11-21,1.0389935669578563,1.3933370068740951
2022-11-22,1.0503202128431504,1.4214616782975256
2022-11-23,1.0777928372687344,1.4415748836793807
2022-11-25,1.0725499175863051,1.4130876878251464
2022-11-28,1.0647042976786723,1.3747971802565881
2022-11-29,1.0517365935294731,1.347443019474104
2022-11-30,1.112796750379385,1.4478362114970236
2022-12-01,1.1080023779498278,1.4495852509047589
2022-12-02,1.102644600660621,1.4408312272854222
2022-12-05,1.0652366066306356,1.4236582314398067
2022-12-06,1.0408308947447273,1.3750635784668128
2022-12-07,1.0315574748530436,1.3423224234807403
2022-12-08,1.043749183872766,1.3403217242609644
2022-12-09,1.0436256307336882,1.328401890935836
2022-12-12,1.0451171411425872,1.347210297219468
2022-12-13,1.049355399207204,1.376942232496512
2022-12-14,1.0382505986015016,1.3575249855560436
